date,open,high,low,close,volume
10-Oct-17,5.6400,5.6400,5.3500,5.3700,11553770
11-Oct-17,5.3700,5.3800,5.2700,5.3200,8553591
12-Oct-17,5.2900,5.3500,5.1600,5.1800,5585786
13-Oct-17,5.1400,5.3600,5.0900,5.2200,12488575
14-Oct-17,5.2400,5.4600,5.2400,5.4400,8936345
15-Oct-17,5.4100,5.5500,5.4100,5.4700,8221046
16-Oct-17,5.4900,5.5900,5.4700,5.5100,4787746
17-Oct-17,5.5200,5.6950,5.5093,5.6200,8028707
18-Oct-17,5.6400,5.7000,5.6200,5.6800,4229399
19-Oct-17,5.7000,5.7600,5.7000,5.7200,2954302
20-Oct-17,5.7200,5.7500,5.5700,5.6900,7177250
21-Oct-17,5.7000,5.9900,5.6500,5.8200,11344425
22-Oct-17,5.8400,5.9300,5.5700,5.7600,10881211
23-Oct-17,5.7500,5.8200,5.6000,5.6400,11601811
24-Oct-17,5.6600,5.7600,5.4700,5.6300,8489800
25-Oct-17,5.6600,5.7900,5.6100,5.7300,10749167
26-Oct-17,4.1000,4.1800,4.0300,4.1200,5208081
27-Oct-17,4.1200,4.2100,4.0400,4.0700,5809985
28-Oct-17,3.9600,3.9900,3.8600,3.9600,10211634
29-Oct-17,3.9400,4.0269,3.8900,4.0000,7800134
30-Oct-17,3.9700,4.0100,3.8900,3.9500,4882437
31-Oct-17,4.0200,4.0700,3.9500,3.9800,4483841
1-Nov-17,4.0100,4.0300,3.9000,3.9200,4734762
2-Nov-17,3.9100,3.9300,3.8200,3.8500,4070771
3-Nov-17,3.8200,4.0000,3.8000,3.9900,5413395
4-Nov-17,4.0000,4.0200,3.9500,3.9900,4152204
5-Nov-17,4.0100,4.1300,4.0000,4.0800,4473062
6-Nov-17,4.0400,4.1150,3.9900,4.0700,4885788
7-Nov-17,4.0600,4.1100,4.0200,4.0800,3628663
8-Nov-17,4.0900,4.1100,4.0400,4.0700,3621510
9-Nov-17,4.0500,4.1500,4.0400,4.1400,5028216
10-Nov-17,4.1200,4.2900,4.0800,4.2900,7830525
11-Nov-17,4.2800,4.3150,4.2100,4.2800,4579780
12-Nov-17,4.2900,4.5000,4.2900,4.4400,10666260
13-Nov-17,4.4000,4.4900,4.3900,4.4300,4604432
14-Nov-17,4.4100,4.4700,4.2900,4.3100,5154181
15-Nov-17,4.3300,4.4700,4.3200,4.4000,5788200
16-Nov-17,4.3800,4.4500,4.3400,4.3700,3844276
17-Nov-17,4.3500,4.4000,4.2800,4.3800,5492128
18-Nov-17,4.3700,4.4200,4.1600,4.4100,6278605
19-Nov-17,4.4000,4.4200,4.3200,4.3700,3772715
20-Nov-17,4.3700,4.3900,4.3400,4.3800,4639491
21-Nov-17,4.3500,4.3800,4.3200,4.3300,3866952
22-Nov-17,4.3500,4.4100,4.2800,4.4100,11694654
23-Nov-17,4.3700,4.3750,4.3100,4.3400,3793543
24-Nov-17,4.3500,4.4000,4.2800,4.3900,4538376
25-Nov-17,4.4000,4.6400,4.3850,4.5300,8877335
26-Nov-17,4.5600,4.6200,4.5500,4.5600,4641740
27-Nov-17,4.5500,4.6900,4.5500,4.6400,7946777
28-Nov-17,4.6200,4.7900,4.6200,4.7600,9115657
29-Nov-17,4.7900,5.0200,4.7500,4.9100,11730912
30-Nov-17,4.9000,5.0000,4.8000,5.0000,7062482
1-Dec-17,4.9800,5.2200,4.9167,5.2000,12704544
