Date,Open,High,Low,Close,Volume
12-Nov-17,956.0000,957.6210,944.1000,945.2600,3324791
13-Nov-17,946.5400,953.0000,942.2500,946.0200,2529087
14-Nov-17,940.0000,956.0000,936.3300,954.0600,2853972
15-Nov-17,958.4400,969.4100,956.9062,967.5900,2860718
16-Nov-17,974.7000,981.0000,972.7600,980.6000,3280945
17-Nov-17,984.2000,984.5000,976.8750,978.2500,2535917
18-Nov-17,975.4000,976.7699,960.3700,965.2700,2875228
19-Nov-17,968.3200,971.8400,960.6000,967.8000,2106605
20-Nov-17,974.0000,980.5900,972.5500,979.4700,2536000
21-Nov-17,979.1000,979.8800,963.4700,965.9000,2605322
22-Nov-17,974.4600,981.9400,974.2200,977.9600,2134582
23-Nov-17,983.2700,984.6718,975.5170,982.5800,2444699
24-Nov-17,1097.8100,1101.9400,1086.8700,1094.2200,3658748
25-Nov-17,1091.1500,1112.6800,1088.5200,1111.6000,3751480
26-Nov-17,1109.1500,1125.4100,1108.7700,1120.6600,3381138
27-Nov-17,1124.7400,1130.6000,1117.5000,1123.1700,2688977
28-Nov-17,1122.8200,1135.5400,1119.1100,1132.8800,2534748
29-Nov-17,1125.9600,1129.6200,1115.7700,1129.1300,3725774
30-Nov-17,1126.1000,1131.7500,1124.0600,1125.3500,2179937
1-Dec-17,1123.0000,1139.9000,1122.3400,1129.1700,2918439
