date,open,high,low,close,volume
26-Sep-17,26.0700,26.3000,25.6900,25.7100,1070635
27-Sep-17,26.6700,26.8000,25.7500,25.8300,767196
28-Sep-17,25.7800,25.8350,24.9700,25.0300,1122099
29-Sep-17,25.0200,25.1500,24.5700,24.6000,1125588
30-Sep-17,24.5600,25.1300,24.2400,24.5100,2316654
1-Oct-17,24.3000,25.0500,24.3000,24.5500,847123
2-Oct-17,24.4800,24.6550,24.0300,24.0500,880811
3-Oct-17,24.0000,24.1900,23.8500,23.9200,863461
4-Oct-17,23.8500,24.0650,23.4700,23.8200,1637772
5-Oct-17,23.9200,24.2700,23.7200,23.7900,907607
6-Oct-17,23.7700,24.5400,23.6100,24.3700,1251978
7-Oct-17,24.4900,24.5600,23.9600,24.2200,797084
8-Oct-17,24.2600,24.7100,24.1801,24.7000,627981
9-Oct-17,24.4500,24.4950,22.9800,22.9900,4814190
10-Oct-17,21.0000,22.8200,20.9400,22.0000,6646346
11-Oct-17,21.9500,23.5300,21.8600,22.4700,2398102
12-Oct-17,22.3900,22.8500,22.2510,22.8000,490939
13-Oct-17,22.6600,22.9400,22.1700,22.7400,914263
14-Oct-17,22.6900,23.2200,22.5600,23.2000,1982834
15-Oct-17,23.2400,23.6900,22.8200,23.2900,1408755
16-Oct-17,23.2900,24.1400,23.2300,23.8500,1331239
17-Oct-17,23.7500,24.1800,23.6800,24.0000,778151
18-Oct-17,23.9400,24.3300,23.7100,24.3000,854606
19-Oct-17,24.3300,24.3300,23.9600,24.0700,1633399
20-Oct-17,24.0800,24.5200,23.9200,24.3500,954838
21-Oct-17,24.3500,24.3500,23.8300,24.1100,468069
22-Oct-17,24.1500,24.8300,23.9500,24.3400,1090933
23-Oct-17,24.3000,24.3200,23.7250,24.0700,2178663
24-Oct-17,24.0700,24.9700,23.8500,24.8600,2858121
25-Oct-17,24.8900,24.8900,23.8400,24.2400,1353865
26-Oct-17,24.1100,24.1369,23.4400,23.8100,1279817
27-Oct-17,23.9200,24.8000,23.8000,24.5600,2512612
28-Oct-17,26.6800,26.7200,26.3300,26.6000,994454
29-Oct-17,26.6700,27.3000,26.4900,26.6100,1353616
30-Oct-17,26.6300,26.9200,26.5800,26.7900,1308046
31-Oct-17,26.7000,27.5900,26.6600,27.4400,1889522
1-Nov-17,27.4200,28.2450,27.4000,28.0400,1528856
2-Nov-17,28.1700,28.7400,28.0080,28.6500,1351882
3-Nov-17,28.5300,28.8800,28.1600,28.7100,1534823
4-Nov-17,28.6800,28.7600,27.7700,27.8300,957331
5-Nov-17,27.9300,28.4800,27.4500,27.5200,967081
6-Nov-17,27.5100,27.8600,27.4300,27.7400,479060
7-Nov-17,27.8800,28.2200,27.3500,27.4200,786256
8-Nov-17,27.5500,27.7800,27.2300,27.2300,841393
9-Nov-17,27.2400,27.5150,26.8400,27.0900,689349
10-Nov-17,26.8400,26.9800,26.1100,26.5900,1154584
11-Nov-17,26.6800,27.0400,26.1100,26.2000,1188740
12-Nov-17,26.0700,26.3000,25.6900,25.7100,1070635
13-Nov-17,26.6700,26.8000,25.7500,25.8300,767196
14-Nov-17,25.7800,25.8350,24.9700,25.0300,1122099
15-Nov-17,25.0200,25.1500,24.5700,24.6000,1125588
16-Nov-17,24.5600,25.1300,24.2400,24.5100,2316654
17-Nov-17,24.3000,25.0500,24.3000,24.5500,847123
18-Nov-17,24.4800,24.6550,24.0300,24.0500,880811
19-Nov-17,26.0500,26.5100,25.6900,26.2700,1554518
20-Nov-17,26.2000,26.2600,25.4400,25.9200,1423274
21-Nov-17,25.9100,26.1700,25.6800,25.8600,905268
22-Nov-17,25.9000,26.7200,25.8600,26.3100,646469
23-Nov-17,26.3100,26.6500,26.3100,26.5900,1062596
24-Nov-17,26.5900,27.4000,26.5900,27.2000,1521982
25-Nov-17,27.1300,27.6300,26.9200,27.4200,790666
26-Nov-17,27.3800,27.4000,26.7700,26.8500,927588
27-Nov-17,27.0100,27.2400,26.8200,27.0000,572325
28-Nov-17,27.0800,27.1800,26.7500,26.8000,824779
29-Nov-17,26.8000,27.1799,26.7700,27.0200,884147
30-Nov-17,26.9100,27.0700,26.5700,26.7000,655009
1-Dec-17,26.6800,27.0400,26.1100,26.2000,1188740
